ytid,start_s,end_s,category,error
Uxyu3XwXEV8,30,40,age_signin_or_permission,"ERROR: [youtube] Uxyu3XwXEV8: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
UzAXqTsdtjY,560,570,unavailable,ERROR: [youtube] UzAXqTsdtjY: This video is unavailable
V4YUpQKeKD4,20,30,account_terminated,ERROR: [youtube] V4YUpQKeKD4: This video is no longer available because the YouTube account associated with this video has been terminated.
VOWGbyg4KZY,30,40,unavailable,ERROR: [youtube] VOWGbyg4KZY: This video is unavailable
Vi2posMLsrg,30,40,unavailable,ERROR: [youtube] Vi2posMLsrg: This video is unavailable
Vu7ZUUl4VPc,30,40,age_signin_or_permission,"ERROR: [youtube] Vu7ZUUl4VPc: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
VzHL56yq8bI,30,40,age_signin_or_permission,"ERROR: [youtube] VzHL56yq8bI: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
W0aT3SdtnfY,30,40,age_signin_or_permission,"ERROR: [youtube] W0aT3SdtnfY: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
W4nQpOHIPEw,30,40,age_signin_or_permission,"ERROR: [youtube] W4nQpOHIPEw: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
WIVu5PapmX4,30,40,age_signin_or_permission,"ERROR: [youtube] WIVu5PapmX4: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
WJIrkvEq4EI,30,40,other,ERROR: [youtube] WJIrkvEq4EI: This video has been removed for violating YouTube's policy on violent or graphic content
WKYUiLace9Y,210,220,age_signin_or_permission,"ERROR: [youtube] WKYUiLace9Y: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
W_MZo88gzrA,50,60,other,ERROR: [youtube] W_MZo88gzrA: It was blocked due to the claimed content by Paramount Global (CBS).
We0WIPYrtRE,30,40,unavailable,ERROR: [youtube] We0WIPYrtRE: This video is unavailable
WvEtOYCShfM,60,70,unavailable,ERROR: [youtube] WvEtOYCShfM: This video is unavailable
XCQMJXkI5bA,230,240,other,ERROR: [youtube] XCQMJXkI5bA: This video has been removed for violating YouTube's Terms of Service
XWj7nP7kfdQ,280,290,postprocessing_error,ERROR: Postprocessing: WARNING: unable to obtain file audio codec with ffprobe
Xoke1wUwEXY,160,170,unavailable,ERROR: [youtube] Xoke1wUwEXY: This video is unavailable
XvtL_TTLXHY,30,40,unavailable,ERROR: [youtube] XvtL_TTLXHY: This video is unavailable
Xy7KtmHMQzU,30,40,account_terminated,ERROR: [youtube] Xy7KtmHMQzU: This video is no longer available because the YouTube account associated with this video has been terminated.
Y6OOFbrzdP8,30,40,age_signin_or_permission,ERROR: [youtube] Y6OOFbrzdP8: Please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube
YE2rN3xknlk,30,40,unavailable,ERROR: [youtube] YE2rN3xknlk: This video is unavailable
Y_eh6C0EBP8,0,10,postprocessing_error,ERROR: Postprocessing: WARNING: unable to obtain file audio codec with ffprobe
Yd8JBTdUvrw,30,40,other,ERROR: ffmpeg exited with code 4294967291
ZEN8_GtW_UQ,30,40,unavailable,ERROR: [youtube] ZEN8_GtW_UQ: This video is unavailable
ZHzhdhKEjMc,30,40,other,ERROR: [youtube] ZHzhdhKEjMc: It was blocked due to the claimed content by Disney.
ZLDQ8-8AyI4,30,40,age_signin_or_permission,"ERROR: [youtube] ZLDQ8-8AyI4: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
ZZrvO__SNtA,130,140,age_signin_or_permission,ERROR: [youtube] ZZrvO__SNtA: Please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube
ZocCGcJcGJE,30,40,unavailable,ERROR: [youtube] ZocCGcJcGJE: This video is unavailable
Zs3arUuPciY,240,250,other,ERROR: [youtube] Zs3arUuPciY: We're processing this video. Check back later.
_-kssA-FOzU,300,310,age_signin_or_permission,ERROR: [youtube] _-kssA-FOzU: Please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube
_3OlK_1yQOk,30,40,other,ERROR: [youtube] _3OlK_1yQOk: It was blocked due to the claimed content by Storm Labels Inc..
_ACyiKGpD8Y,60,70,unavailable,ERROR: [youtube] _ACyiKGpD8Y: This video is unavailable
_DHMdtRRJzE,140,150,age_signin_or_permission,"ERROR: [youtube] _DHMdtRRJzE: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
_GQnXfIGNKY,150,160,age_signin_or_permission,"ERROR: [youtube] _GQnXfIGNKY: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
_yRFCl-z-EE,190,200,postprocessing_error,ERROR: Postprocessing: WARNING: unable to obtain file audio codec with ffprobe
aBEiuYSSEH0,550,560,other,ERROR: [youtube] aBEiuYSSEH0: It was blocked due to the claimed content by [Simca] Millennium Audios and Video Vision.
aSyRV5j2zV4,320,330,postprocessing_error,ERROR: Postprocessing: WARNING: unable to obtain file audio codec with ffprobe
ab8V7MYQVyg,190,200,unavailable,ERROR: [youtube] ab8V7MYQVyg: This video is unavailable
asYb6iDz_kM,180,190,age_signin_or_permission,"ERROR: [youtube] asYb6iDz_kM: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
ba3QPheW8mI,170,180,unavailable,ERROR: [youtube] ba3QPheW8mI: This video is unavailable
bpKbpKZB0Q0,30,40,age_signin_or_permission,ERROR: [youtube] bpKbpKZB0Q0: Please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube
bpwO0lbJPF4,20,30,unavailable,ERROR: [youtube] bpwO0lbJPF4: This video is unavailable
bsz_enSJSVk,10,20,postprocessing_error,ERROR: Postprocessing: WARNING: unable to obtain file audio codec with ffprobe
cADT8fUucLQ,30,40,account_terminated,ERROR: [youtube] cADT8fUucLQ: This video is no longer available because the YouTube account associated with this video has been terminated.
caFMauLQvd4,160,170,unavailable,ERROR: [youtube] caFMauLQvd4: This video is unavailable
cu0k3Uclp1I,180,190,age_signin_or_permission,"ERROR: [youtube] cu0k3Uclp1I: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
d0Uz_RnRV88,460,470,age_signin_or_permission,"ERROR: [youtube] d0Uz_RnRV88: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
d6-bQMCz7j0,30,40,age_signin_or_permission,"ERROR: [youtube] d6-bQMCz7j0: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
dcY062mkf9g,130,140,unavailable,ERROR: [youtube] dcY062mkf9g: This video is unavailable
dcgwxlK3VVk,30,40,bot_check,ERROR: [youtube] dcgwxlK3VVk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
deIj55UAxeo,30,40,unavailable,ERROR: [youtube] deIj55UAxeo: This video is unavailable
doHRurF8bf8,500,510,bot_check,ERROR: [youtube] doHRurF8bf8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
doX8FjlNPf8,30,40,account_terminated,ERROR: [youtube] doX8FjlNPf8: This video is no longer available because the YouTube account associated with this video has been terminated.
doab948Y_X4,30,40,bot_check,ERROR: [youtube] doab948Y_X4: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
dqJSTTS7HTY,30,40,bot_check,ERROR: [youtube] dqJSTTS7HTY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
drqKxGmdf8Y,30,40,bot_check,ERROR: [youtube] drqKxGmdf8Y: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
dvDSgmqbrM0,190,200,bot_check,ERROR: [youtube] dvDSgmqbrM0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
e4abjaPD9R0,270,280,bot_check,ERROR: [youtube] e4abjaPD9R0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
e5SK6olIYcY,70,80,bot_check,ERROR: [youtube] e5SK6olIYcY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
e8wnUU5pIWE,30,40,bot_check,ERROR: [youtube] e8wnUU5pIWE: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
eHeUipPZHIc,70,80,other,ERROR: [youtube] eHeUipPZHIc: It was blocked due to the claimed content by SVG Music.
eM0PkfqGmIE,30,40,bot_check,ERROR: [youtube] eM0PkfqGmIE: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
eRiGPyewJpI,130,140,bot_check,ERROR: [youtube] eRiGPyewJpI: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
eVjcfdxSFKQ,550,560,bot_check,ERROR: [youtube] eVjcfdxSFKQ: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
eWGGj4duzIo,110,120,bot_check,ERROR: [youtube] eWGGj4duzIo: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
eWwWwoQLtVg,30,40,bot_check,ERROR: [youtube] eWwWwoQLtVg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
eZrrzGgTpfk,100,110,bot_check,ERROR: [youtube] eZrrzGgTpfk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
ecS6SJGkhIw,40,50,bot_check,ERROR: [youtube] ecS6SJGkhIw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
echeYDYFhlY,30,40,bot_check,ERROR: [youtube] echeYDYFhlY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
ed-1zAOr9PQ,390,400,age_signin_or_permission,"ERROR: [youtube] ed-1zAOr9PQ: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
edKvAj0fYxQ,30,40,bot_check,ERROR: [youtube] edKvAj0fYxQ: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
em7akjDUsWk,30,40,bot_check,ERROR: [youtube] em7akjDUsWk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
emP2Sg9QEg4,90,100,bot_check,ERROR: [youtube] emP2Sg9QEg4: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
evG8CQRCdV8,30,40,bot_check,ERROR: [youtube] evG8CQRCdV8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
ewI4q7_4TBQ,30,40,bot_check,ERROR: [youtube] ewI4q7_4TBQ: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
eyFBIA_HOmE,30,40,bot_check,ERROR: [youtube] eyFBIA_HOmE: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
fBEGBuO3RXg,30,40,bot_check,ERROR: [youtube] fBEGBuO3RXg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
fE7tbn6Fnw4,60,70,bot_check,ERROR: [youtube] fE7tbn6Fnw4: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
fEHsR679g1M,30,40,bot_check,ERROR: [youtube] fEHsR679g1M: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
fPIG7nrpgec,10,20,bot_check,ERROR: [youtube] fPIG7nrpgec: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
fQiSoVDFRjo,30,40,bot_check,ERROR: [youtube] fQiSoVDFRjo: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
fSJ4qAPHaVM,30,40,bot_check,ERROR: [youtube] fSJ4qAPHaVM: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
fTGZEmn3BY4,30,40,age_signin_or_permission,"ERROR: [youtube] fTGZEmn3BY4: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
fWwV7o4VjEQ,30,40,bot_check,ERROR: [youtube] fWwV7o4VjEQ: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
fZyq2pM2-dI,30,40,account_terminated,ERROR: [youtube] fZyq2pM2-dI: This video is no longer available because the YouTube account associated with this video has been terminated.
fgCTFyzKQtk,30,40,bot_check,ERROR: [youtube] fgCTFyzKQtk: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
fvTh5m9RHZw,90,100,bot_check,ERROR: [youtube] fvTh5m9RHZw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
fwXh_lMOqu0,330,340,age_signin_or_permission,"ERROR: [youtube] fwXh_lMOqu0: This video is private. If the owner of this video has granted you access, please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Al"
fxznho_kNPY,90,100,bot_check,ERROR: [youtube] fxznho_kNPY: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
g-9SK0or81c,30,40,bot_check,ERROR: [youtube] g-9SK0or81c: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
g-ghr5fAVpE,30,40,bot_check,ERROR: [youtube] g-ghr5fAVpE: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
g0WLA0BKxOc,240,250,age_signin_or_permission,ERROR: [youtube] g0WLA0BKxOc: Please sign in. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extractors#exporting-youtube
g2H8i_TuhgI,30,40,bot_check,ERROR: [youtube] g2H8i_TuhgI: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
g75kz9ffcg0,30,40,bot_check,ERROR: [youtube] g75kz9ffcg0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
g8USMvt9np0,10,20,other,ERROR: [youtube] g8USMvt9np0: We're processing this video. Check back later.
gD6UoStqCsg,40,50,bot_check,ERROR: [youtube] gD6UoStqCsg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
gDm4IphrlYg,320,330,bot_check,ERROR: [youtube] gDm4IphrlYg: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
gDnJoHpSL4M,40,50,bot_check,ERROR: [youtube] gDnJoHpSL4M: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
gDzi8N3BYMw,30,40,bot_check,ERROR: [youtube] gDzi8N3BYMw: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
gHWMKew9Xq0,30,40,bot_check,ERROR: [youtube] gHWMKew9Xq0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
gRGiTueWUVI,340,350,bot_check,ERROR: [youtube] gRGiTueWUVI: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
gXzqZIoM5g8,150,160,bot_check,ERROR: [youtube] gXzqZIoM5g8: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
gdtw54I8soM,0,10,unavailable,ERROR: [youtube] gdtw54I8soM: This video is unavailable
ggBivmG6yHQ,250,260,bot_check,ERROR: [youtube] ggBivmG6yHQ: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
go_7i6WvfeE,10,20,other,ERROR: [youtube] go_7i6WvfeE: It was blocked due to the claimed content by Believe Music.
gpEU6RafUf0,30,40,bot_check,ERROR: [youtube] gpEU6RafUf0: Sign in to confirm you’re not a bot. Use --cookies-from-browser or --cookies for the authentication. See  https://github.com/yt-dlp/yt-dlp/wiki/FAQ#how-do-i-pass-cookies-to-yt-dlp  for how to manually pass cookies. Also see  https://github.com/yt-dlp/yt-dlp/wiki/Extract
